eco2,humidity,pressure,raw_ethanol,raw_h2,temperature,timestamp,fire_alarm
400,62.96034,1006.25,3016,49,34.44672,2742,0
400,62.98647,1006.16998,3015,49,34.45358,2743,0
400,62.99553,1006.17999,3011,49,34.45091,2744,0
400,62.95557,1006.20001,3014,49,34.45206,2745,0
400,62.957,1006.21002,3019,49,34.44901,2746,0
400,62.97436,1006.22998,3016,48,34.45015,2747,0
400,62.9611,1006.20001,3016,50,34.45816,2748,0
400,62.92505,1006.22998,3013,49,34.40456,2749,0
400,62.95424,1006.19,3013,48,34.38416,2751,0
400,62.95958,1006.15002,3012,48,34.40037,2752,0
400,62.9303,1006.12,3008,47,34.43985,2753,0
400,62.9673,1006.21997,3009,47,34.41334,2754,0
400,62.93802,1006.17999,3009,52,34.37176,2755,0
400,62.89558,1006.14001,3003,65,34.36222,2756,0
400,62.90865,1006.17999,3006,60,34.28822,2757,0
400,62.94231,1006.17999,3010,55,34.2907,2758,0
400,62.96406,1006.20001,3010,57,34.2556,2759,0
400,62.95185,1006.17999,3008,52,34.24969,2760,0
400,63.00354,1006.17999,3011,52,34.18198,2761,0
400,63.027,1006.21002,3009,52,34.17816,2762,0
400,62.99658,1006.21002,3005,60,34.14078,2763,0
400,63.09633,1006.19,3008,59,34.11369,2764,0
400,63.12761,1006.19,3004,50,34.07784,2765,0
400,63.18159,1006.22998,3005,49,34.02767,2766,0
400,63.20896,1006.21997,3003,49,34.00841,2767,0
400,63.24787,1006.15997,3006,51,33.99544,2768,0
400,63.28554,1006.16998,2997,49,33.98685,2769,0
400,63.37337,1006.23999,3007,50,33.98876,2770,0
400,63.38797,1006.23999,3005,49,33.99811,2771,0
400,63.44271,1006.22998,3000,42,33.99296,2772,0
400,63.46016,1006.21002,2995,44,33.98838,2773,0
400,63.5108,1006.19,3004,44,34.00116,2774,0
400,63.49754,1006.19,3000,43,33.97942,2775,0
400,63.55648,1006.21997,2995,46,33.96378,2776,0
400,63.58519,1006.23999,2997,45,33.98571,2777,0
400,63.63459,1006.23999,2995,43,34.00726,2778,0
400,63.67645,1006.22998,3002,43,34.04121,2779,0
400,63.69095,1006.23999,3005,42,34.06467,2780,0
400,63.692,1006.23999,2996,45,34.05571,2781,0
400,63.67426,1006.19,2998,42,34.08184,2783,0
400,63.69286,1006.20001,2997,46,34.09557,2784,0
400,63.72166,1006.17999,2993,43,34.09557,2785,0
400,63.71403,1006.20001,2996,49,34.12571,2786,0
400,63.68675,1006.21002,2998,46,34.12952,2787,0
400,63.67474,1006.21997,2996,45,34.14536,2788,0
400,63.66644,1006.20001,3003,47,34.14955,2789,0
400,63.65786,1006.20001,2998,48,34.16328,2790,0
400,63.64651,1006.17999,2998,45,34.15508,2791,0
400,63.62543,1006.21997,2994,47,34.16615,2792,0
400,63.6672,1006.19,2997,45,34.1671,2793,0
400,63.59167,1006.19,2996,45,34.15623,2794,0
400,63.58833,1006.16998,2998,47,34.12781,2795,0
400,63.5932,1006.16998,2993,45,34.13563,2796,0
400,63.5623,1006.22998,2995,47,34.13715,2797,0
400,63.55104,1006.21002,2997,42,34.13925,2798,0
400,63.51633,1006.20001,2993,45,34.15356,2799,0
400,63.52777,1006.19,2996,42,34.12056,2800,0
400,63.52358,1006.20001,2994,44,34.12266,2801,0
400,63.48953,1006.21997,2995,43,34.11331,2802,0
400,63.50775,1006.25,2992,41,34.07211,2803,0
400,63.57965,1006.22998,2994,44,34.08089,2804,0
400,63.63096,1006.21997,2992,43,34.11121,2805,0
400,63.6425,1006.16998,2995,43,34.12991,2806,0
400,63.67502,1006.21997,2993,40,34.1423,2807,0
400,63.70316,1006.16998,2994,42,34.14822,2808,0
400,63.72213,1006.17999,2992,42,34.18026,2809,0
400,63.71698,1006.23999,2993,41,34.18465,2810,0
400,63.74302,1006.25,2993,43,34.2123,2811,0
400,63.76286,1006.19,2992,43,34.23634,2812,0
400,63.71126,1006.22998,2988,42,34.20143,2814,0
400,63.73997,1006.22998,2994,45,34.24721,2815,0
400,63.72652,1006.21002,2991,41,34.27143,2816,0
400,63.70926,1006.22998,2988,43,34.28383,2817,0
400,63.70211,1006.25,2990,45,34.30176,2818,0
400,63.70134,1006.23999,2992,44,34.32083,2819,0
400,63.67054,1006.22998,2994,43,34.32751,2820,0
400,63.59539,1006.21002,2986,44,34.34868,2821,0
400,63.62391,1006.22998,2989,42,34.3668,2822,0
400,63.56878,1006.19,2989,46,34.36604,2823,0
400,63.49859,1006.26001,2987,47,34.3935,2824,0
400,63.50613,1006.21002,2991,42,34.41391,2825,0
400,63.5005,1006.19,2992,42,34.42364,2826,0
400,63.46188,1006.27002,2992,44,34.42993,2827,0
400,63.46827,1006.25,2988,42,34.45854,2828,0
400,63.41619,1006.28998,2990,46,34.45263,2829,0
400,63.34076,1006.22998,2991,45,34.46884,2830,0
400,63.35011,1006.28003,2987,45,34.48544,2831,0
400,63.29718,1006.26001,2989,44,34.46922,2832,0
400,63.27581,1006.22998,2988,47,34.46999,2833,0
400,63.22298,1006.28998,2987,45,34.47075,2834,0
400,63.1875,1006.23999,2992,47,34.48906,2835,0
400,63.17892,1006.26001,2989,46,34.48582,2836,0
400,63.10816,1006.28003,2992,45,34.47475,2837,0
400,63.08823,1006.28998,2982,43,34.4883,2838,0
400,63.01737,1006.29999,2989,44,34.48849,2839,0
400,63.00621,1006.21997,2987,40,34.49554,2840,0
400,62.9715,1006.29999,2984,41,34.50127,2841,0
400,62.9303,1006.21997,2982,42,34.53369,2842,0
400,62.9549,1006.26001,2978,41,34.54762,2843,0
400,62.88147,1006.27002,2983,42,34.56001,2844,0
400,62.8974,1006.28998,2986,43,34.56459,2845,0
400,62.85954,1006.25,2982,44,34.58328,2846,0
400,62.87317,1006.23999,2979,40,34.57108,2847,0
400,62.82215,1006.27002,2982,41,34.56383,2848,0
400,62.80384,1006.27002,2985,40,34.57088,2849,0
400,62.76121,1006.28003,2983,44,34.53884,2850,0
400,62.75549,1006.25,2985,45,34.54742,2851,0
400,62.75473,1006.20001,2976,42,34.5665,2852,0
400,62.71095,1006.26001,2979,44,34.56669,2853,0
400,62.6935,1006.20001,2979,47,34.56726,2854,0
400,62.71763,1006.21002,2979,57,34.5892,2855,0
400,62.71343,1006.21997,2981,52,34.59091,2856,0
400,62.70781,1006.23999,2980,51,34.59949,2857,0
400,62.64791,1006.22998,2979,49,34.58004,2858,0
400,62.63571,1006.25,2982,50,34.55124,2859,0
400,62.65764,1006.23999,2982,49,34.54933,2860,0
400,62.67385,1006.28998,2978,45,34.52282,2861,0
400,62.67462,1006.25,2974,46,34.49154,2862,0
400,62.65507,1006.21997,2978,45,34.44099,2863,0
400,62.73355,1006.27002,2977,46,34.38091,2864,0
400,62.70332,1006.28998,2975,45,34.2823,2865,0
400,62.71696,1006.26001,2971,41,34.21993,2866,0
400,62.66031,1006.26001,2974,41,34.15527,2867,0
400,62.7038,1006.28998,2978,42,34.06162,2868,0
400,62.74385,1006.29999,2975,44,34.01909,2869,0
400,62.82167,1006.25,2973,42,34.03149,2870,0
400,62.87289,1006.28003,2969,42,33.99315,2871,0
400,62.89377,1006.25,2969,44,33.9777,2872,0
400,62.92419,1006.26001,2970,44,33.93478,2873,0
400,62.90922,1006.26001,2968,43,33.90961,2874,0
400,63.02757,1006.26001,2972,42,33.88309,2875,0
400,63.07545,1006.22998,2971,43,33.87051,2876,0
400,63.13534,1006.23999,2967,42,33.81824,2877,0
400,63.15222,1006.27002,2967,45,33.78334,2878,0
400,63.2638,1006.27002,2964,44,33.75435,2879,0
400,63.32598,1006.25,2970,45,33.7225,2880,0
400,63.41515,1006.23999,2966,42,33.66985,2882,0
400,63.46827,1006.27002,2964,43,33.67043,2883,0
400,63.54618,1006.26001,2961,43,33.65955,2884,0
400,63.56564,1006.31,2966,43,33.66508,2885,0
400,63.60579,1006.23999,2960,41,33.67367,2886,0
400,63.6878,1006.21002,2961,45,33.68645,2887,0
400,63.71861,1006.27002,2966,45,33.71925,2888,0
400,63.76638,1006.21997,2964,43,33.73089,2889,0
400,63.82837,1006.22998,2968,43,33.72517,2890,0
400,63.84363,1006.23999,2964,47,33.75931,2891,0
400,63.8999,1006.23999,2963,46,33.75912,2892,0
400,63.88445,1006.23999,2967,49,33.78143,2893,0
400,63.93785,1006.19,2970,50,33.77857,2894,0
400,63.97161,1006.21997,2968,49,33.79002,2895,0
400,63.98754,1006.21002,2963,45,33.80051,2896,0
400,63.99336,1006.21997,2965,47,33.8213,2897,0
400,64.0399,1006.28998,2963,42,33.83083,2899,0
400,63.98945,1006.31,2963,42,33.80299,2900,0
400,63.99603,1006.28003,2960,44,33.80718,2901,0
400,64.011,1006.23999,2960,40,33.80489,2902,0
400,64.01405,1006.32001,2961,55,33.79211,2903,0
400,64.00023,1006.25,2925,56,33.71944,2904,0
400,64.05287,1006.16998,2917,51,33.66566,2905,0
400,64.14089,1006.28003,2923,47,33.59604,2906,0
400,64.16444,1006.23999,2911,47,33.55236,2907,0
400,64.21899,1006.21002,2915,47,33.49857,2908,0
400,64.31808,1006.22998,2921,48,33.5001,2909,0
400,64.47201,1006.26001,2921,49,33.52032,2910,0
400,64.59474,1006.22998,2950,42,33.50925,2911,0
400,64.81781,1006.22998,2949,43,33.50639,2912,0
400,64.94417,1006.25,2953,48,33.46844,2913,0
400,65.07931,1006.26001,2955,46,33.40797,2914,0
400,65.23466,1006.26001,2959,47,33.38013,2915,0
400,65.31477,1006.28003,2957,49,33.31375,2916,0
400,65.45124,1006.25,2958,43,33.26931,2917,0
400,65.60202,1006.17999,2960,46,33.24661,2918,0
400,65.73658,1006.28003,2961,50,33.24089,2919,0
400,65.83757,1006.28003,2958,52,33.21686,2920,0
400,65.94734,1006.28998,2958,49,33.20389,2921,0
400,66.0305,1006.29999,2958,49,33.17699,2922,0
400,66.30029,1006.31,2958,48,33.11672,2925,0
400,66.40939,1006.26001,2955,49,33.12321,2926,0
400,66.49399,1006.31,2959,50,33.10184,2927,0
400,66.60156,1006.35999,2956,51,33.07247,2928,0
400,66.66536,1006.27002,2959,51,33.06751,2929,0
400,66.74557,1006.27002,2958,50,33.05283,2930,0
400,66.80355,1006.27002,2958,49,33.01792,2931,0
400,66.92743,1006.26001,2962,51,33.00896,2932,0
400,66.9775,1006.23999,2959,47,32.98664,2933,0
400,67.01126,1006.21997,2960,43,32.96318,2934,0
400,67.09547,1006.25,2962,47,32.94582,2935,0
400,67.19484,1006.27002,2958,48,32.9443,2936,0
400,67.21725,1006.25,2958,48,32.94735,2937,0
400,67.27057,1006.25,2958,48,32.94907,2938,0
400,67.36383,1006.27002,2952,49,32.93438,2939,0
400,67.45815,1006.23999,2956,50,32.91397,2940,0
400,67.46092,1006.23999,2956,51,32.92122,2941,0
400,67.52586,1006.28003,2956,55,32.89051,2942,0
400,67.59777,1006.29999,2958,51,32.86858,2943,0
400,67.61674,1006.23999,2955,53,32.84721,2944,0
400,67.70563,1006.28003,2952,53,32.84626,2945,0
400,67.72318,1006.27002,2953,54,32.87163,2946,0
400,67.75122,1006.33002,2958,55,32.85522,2947,0
400,67.77401,1006.28998,2956,57,32.84988,2948,0
400,67.83695,1006.21997,2955,54,32.81212,2949,0
400,67.88283,1006.25,2955,57,32.80888,2950,0
400,67.89351,1006.23999,2956,51,32.79705,2951,0
400,67.88245,1006.25,2953,52,32.78561,2952,0
400,67.99364,1006.26001,2929,55,32.79209,2953,0
400,68.00957,1006.22998,2928,47,32.7961,2954,0
400,68.04733,1006.27002,2929,49,32.79095,2955,0
400,68.08366,1006.28003,2928,50,32.79572,2956,0
400,68.10188,1006.25,2930,47,32.78484,2957,0
400,68.09998,1006.26001,2931,51,32.77092,2958,0
400,68.17722,1006.28003,2928,52,32.76577,2959,0
400,68.17112,1006.21997,2924,53,32.75185,2960,0
400,68.21518,1006.22998,2929,54,32.74326,2961,0
400,68.25037,1006.29999,2926,51,32.7404,2962,0
400,68.29319,1006.25,2922,49,32.75948,2963,0
400,68.32371,1006.25,2924,47,32.73106,2964,0
400,68.29815,1006.26001,2924,50,32.76787,2965,0
400,68.36366,1006.23999,2922,49,32.73449,2966,0
400,68.34917,1006.28998,2925,48,32.72438,2967,0
400,68.36605,1006.21997,2923,46,32.73506,2968,0
400,68.46466,1006.25,2917,47,32.74994,2969,0
400,68.46962,1006.25,2926,50,32.73449,2970,0
400,68.43767,1006.21997,2923,49,32.73621,2971,0
400,68.47525,1006.29999,2926,49,32.73678,2972,0
400,68.50481,1006.27002,2926,50,32.72915,2973,0
400,68.51358,1006.26001,2925,51,32.73621,2974,0
400,68.47916,1006.27002,2924,48,32.73392,2975,0
400,68.52741,1006.26001,2923,46,32.7219,2976,0
400,68.52245,1006.22998,2916,44,32.70321,2977,0
400,68.53886,1006.23999,2924,47,32.70836,2978,0
400,68.5298,1006.21997,2925,51,32.7322,2979,0
400,68.60104,1006.28003,2918,51,32.71923,2980,0
400,68.59436,1006.29999,2923,51,32.7198,2981,0
400,68.61182,1006.28003,2922,50,32.71141,2982,0
400,68.64796,1006.27002,2924,47,32.7301,2983,0
400,68.64824,1006.29999,2917,48,32.73048,2984,0
400,68.64357,1006.25,2917,48,32.73125,2985,0
400,68.66055,1006.22998,2922,49,32.73697,2986,0
400,68.64605,1006.25,2918,46,32.73125,2987,0
400,68.67532,1006.25,2920,52,32.72896,2988,0
400,68.68562,1006.25,2918,48,32.728,2989,0
400,68.65864,1006.25,2921,49,32.7137,2990,0
400,68.72654,1006.26001,2922,51,32.69882,2991,0
400,68.70461,1006.19,2917,53,32.71332,2992,0
400,68.70737,1006.21002,2918,54,32.69634,2993,0
400,68.74199,1006.21997,2920,50,32.72209,2994,0
400,68.73245,1006.28003,2915,48,32.69577,2995,0
400,68.74876,1006.29999,2920,51,32.71332,2996,0
400,68.75639,1006.20001,2915,53,32.71446,2997,0
400,68.77747,1006.19,2918,51,32.7177,2998,0
400,68.79205,1006.28003,2918,50,32.71465,2999,0
400,68.7767,1006.27002,2918,51,32.69482,3000,0
400,68.77403,1006.17999,2914,52,32.69024,3001,0
400,68.75496,1006.28003,2904,48,32.68414,3002,0
400,68.82076,1006.21997,2906,48,32.68414,3003,0
400,68.79167,1006.27002,2916,47,32.69749,3004,0
400,68.8036,1006.32001,2912,52,32.67498,3005,0
400,68.84261,1006.26001,2909,58,32.68642,3006,0
400,68.82849,1006.22998,2909,55,32.68642,3007,0
400,68.84232,1006.25,2908,46,32.68471,3008,0
400,68.86635,1006.20001,2910,43,32.67059,3009,0
400,68.8715,1006.15997,2910,44,32.67841,3010,0
400,68.85242,1006.20001,2902,46,32.67727,3011,0
400,68.86806,1006.25,2908,48,32.67288,3012,0
400,68.8344,1006.28003,2911,43,32.65457,3013,0
400,68.81866,1006.27002,2906,42,32.66716,3014,0
400,68.82477,1006.23999,2909,57,32.65572,3015,0
400,68.88647,1006.15002,2906,59,32.67746,3016,0
400,68.88551,1006.23999,2904,51,32.6767,3017,0
400,68.86101,1006.21002,2905,51,32.64828,3018,0
400,68.85204,1006.23999,2908,50,32.65591,3019,0
400,68.8756,1006.21997,2905,50,32.65419,3020,0
400,68.83879,1006.26001,2909,49,32.66258,3021,0
400,68.87521,1006.28003,2909,47,32.65572,3022,0
400,68.85138,1006.27002,2910,50,32.67136,3023,0
400,68.85767,1006.25,2909,48,32.68414,3024,0
400,68.90421,1006.23999,2905,47,32.6664,3025,0
400,68.87541,1006.26001,2905,45,32.64961,3026,0
400,68.85986,1006.26001,2907,48,32.6561,3027,0
400,68.89868,1006.33002,2905,40,32.68528,3028,0
400,68.87989,1006.31,2908,46,32.66487,3029,0
400,68.87674,1006.31,2911,48,32.65858,3030,0
400,68.89172,1006.25,2907,45,32.6704,3031,0
400,68.8406,1006.26001,2906,48,32.66144,3032,0
400,68.91756,1006.25,2904,43,32.67384,3033,0
400,68.8673,1006.28998,2904,43,32.65362,3034,0
400,68.89057,1006.27002,2908,40,32.64256,3035,0
400,68.84698,1006.29999,2906,43,32.66945,3036,0
400,68.93387,1006.29999,2901,39,32.67937,3037,0
400,68.92175,1006.20001,2902,40,32.66621,3038,0
400,68.94073,1006.29999,2909,45,32.65572,3039,0
400,68.90211,1006.21997,2902,40,32.67021,3040,0
400,68.88599,1006.26001,2897,42,32.66144,3041,0
400,68.93463,1006.26001,2904,47,32.64503,3042,0
400,68.91747,1006.20001,2903,44,32.65648,3043,0
400,68.91718,1006.25,2906,45,32.65114,3044,0
400,68.92529,1006.26001,2902,41,32.63893,3045,0
400,68.92147,1006.15997,2905,45,32.64427,3046,0
400,68.95351,1006.20001,2903,49,32.65438,3047,0
400,68.89591,1006.19,2902,49,32.65247,3048,0
400,68.9805,1006.21997,2900,49,32.64294,3049,0
400,68.96076,1006.26001,2900,47,32.65915,3050,0
400,68.97678,1006.25,2899,47,32.66048,3051,0
400,68.95542,1006.26001,2901,48,32.65915,3052,0
400,68.97068,1006.23999,2897,49,32.66525,3053,0
400,69.00787,1006.15002,2899,51,32.67422,3054,0
400,68.95532,1006.25,2904,48,32.65362,3055,0
400,68.96553,1006.17999,2900,50,32.65038,3056,0
400,68.98804,1006.19,2897,51,32.6622,3057,0
400,68.95561,1006.15002,2898,49,32.66582,3058,0
400,69.02504,1006.15997,2898,47,32.68223,3059,0
400,69.01007,1006.21002,2899,49,32.69844,3060,0
400,69.00682,1006.17999,2899,54,32.67937,3061,0
400,68.96687,1006.21997,2900,49,32.68166,3062,0
400,68.99357,1006.16998,2899,45,32.65858,3063,0
400,68.99995,1006.23999,2892,49,32.65686,3064,0
400,68.991,1006.23999,2896,50,32.6704,3065,0
400,69.00435,1006.23999,2895,47,32.68051,3066,0
400,68.9599,1006.23999,2898,44,32.6643,3067,0
400,68.96201,1006.21002,2892,44,32.65553,3068,0
400,68.97078,1006.28003,2896,45,32.66773,3070,0
400,69.00511,1006.25,2896,49,32.67136,3071,0
400,68.99967,1006.17999,2891,48,32.66392,3072,0
400,68.98622,1006.19,2897,51,32.63378,3073,0
400,69.0279,1006.28003,2893,48,32.66392,3074,0
400,68.97879,1006.17999,2892,45,32.67078,3075,0
400,69.01836,1006.19,2895,47,32.6519,3076,0
400,68.97602,1006.15997,2894,44,32.66811,3077,0
400,69.02724,1006.15997,2897,45,32.65247,3079,0
400,69.00702,1006.15997,2893,50,32.67517,3080,0
400,68.9991,1006.17999,2892,52,32.68356,3081,0
400,69.03381,1006.23999,2895,53,32.67326,3082,0
400,69.00969,1006.20001,2896,54,32.66811,3083,0
400,69.03152,1006.19,2893,48,32.66983,3084,0
409,69.01875,1006.20001,2894,50,32.65953,3086,0
400,69.02485,1006.21002,2895,49,32.68166,3087,0
400,69.03191,1006.19,2894,49,32.68089,3088,0
400,69.04878,1006.20001,2891,51,32.66602,3089,0
400,69.03314,1006.21002,2894,45,32.6704,3090,0
400,69.0486,1006.19,2890,48,32.67803,3091,0
400,69.07549,1006.17999,2891,50,32.64179,3092,0
400,69.07663,1006.21997,2884,49,32.65038,3093,0
400,69.06004,1006.15002,2887,47,32.65724,3094,0
400,69.08512,1006.15997,2892,44,32.67517,3095,0
400,69.0835,1006.21002,2892,49,32.68166,3096,0
400,69.11002,1006.15002,2890,55,32.67078,3097,0
400,69.0444,1006.16998,2887,49,32.65305,3098,0
400,69.10544,1006.13,2890,50,32.67097,3099,0
400,69.10095,1006.10999,2887,51,32.65781,3100,0
402,69.15798,1006.15997,2889,50,32.67155,3101,0
415,69.09828,1006.15997,2889,50,32.67136,3102,0
433,69.1886,1006.19,2890,46,32.66735,3103,0
400,69.20471,1006.19,2888,48,32.65572,3104,0
400,69.23199,1006.22998,2885,51,32.64599,3105,0
412,69.1825,1006.17999,2888,51,32.63264,3106,0
405,69.17973,1006.16998,2887,45,32.6685,3107,0
400,69.20986,1006.15997,2884,56,32.64694,3108,0
400,69.20099,1006.26001,2882,58,32.66735,3109,0
400,69.20643,1006.20001,2884,67,32.65991,3110,0
402,69.17639,1006.19,2880,69,32.64198,3111,0
400,69.17839,1006.15997,2885,59,32.63855,3112,0
404,69.19842,1006.19,2882,57,32.6313,3113,0
400,69.21215,1006.16998,2883,56,32.6292,3114,0
404,69.21854,1006.21997,2883,58,32.64828,3115,0
421,69.19518,1006.19,2878,64,32.63912,3116,0
401,69.26365,1006.20001,2880,57,32.6498,3117,0
400,69.25917,1006.15997,2882,54,32.66487,3118,0
400,69.24905,1006.19,2884,59,32.6622,3119,0
400,69.25831,1006.14001,2882,50,32.64294,3121,0
400,69.28682,1006.13,2882,47,32.64923,3122,0
400,69.29826,1006.15002,2879,49,32.65305,3123,0
407,69.2749,1006.14001,2883,50,32.64942,3124,0
400,69.30742,1006.14001,2879,49,32.65781,3125,0
400,69.32735,1006.16998,2877,49,32.65018,3126,0
400,69.32878,1006.15997,2881,46,32.6395,3127,0
400,69.35378,1006.14001,2882,46,32.64046,3128,0
421,69.37733,1006.17999,2882,44,32.63721,3129,0
418,69.38295,1006.15997,2883,48,32.61242,3130,0
404,69.34462,1006.14001,2886,47,32.65553,3131,0
414,69.34081,1006.19,2876,48,32.64637,3132,0
414,69.36903,1006.15997,2881,50,32.62539,3133,0
400,69.36378,1006.15997,2880,49,32.65152,3134,0
405,69.36684,1006.16998,2876,50,32.65381,3135,0
400,69.36598,1006.14001,2877,51,32.61833,3136,0
405,69.38963,1006.08002,2870,46,32.62253,3137,0
402,69.40002,1006.21002,2880,51,32.61776,3138,0
419,69.37294,1006.17999,2879,52,32.62749,3139,0
400,69.40508,1006.20001,2878,53,32.64675,3140,0
406,69.41232,1006.19,2881,53,32.60365,3141,0
415,69.39287,1006.21002,2873,52,32.62291,3142,0
400,69.38638,1006.20001,2874,51,32.62806,3143,0
400,69.43665,1006.15002,2874,50,32.63836,3144,0
410,69.48709,1006.17999,2875,50,32.65114,3145,0
400,69.4397,1006.20001,2875,49,32.65934,3146,0
400,69.50179,1006.12,2868,47,32.67403,3147,0
428,69.46649,1006.19,2875,52,32.64599,3148,0
400,69.47803,1006.15997,2874,51,32.65171,3149,0
400,69.44103,1006.14001,2878,49,32.64141,3150,0
400,69.45258,1006.15002,2874,52,32.63683,3151,0
408,69.43788,1006.16998,2875,51,32.65171,3152,0
400,69.47746,1006.23999,2875,51,32.6519,3153,0
413,69.46364,1006.15002,2876,49,32.63817,3155,0
405,69.44131,1006.21997,2873,46,32.61642,3156,0
415,69.48586,1006.19,2877,46,32.63588,3157,0
400,69.48233,1006.17999,2874,47,32.63435,3158,0
423,69.48557,1006.16998,2877,48,32.63798,3159,0
400,69.50446,1006.19,2872,50,32.63741,3160,0
400,69.51351,1006.21997,2873,53,32.64904,3161,0
414,69.51256,1006.15997,2876,52,32.64389,3162,0
421,69.51923,1006.20001,2872,52,32.63741,3163,0
407,69.50016,1006.21002,2871,50,32.63798,3164,0
419,69.49501,1006.19,2871,48,32.6664,3165,0
424,69.52057,1006.19,2871,46,32.6479,3166,0
406,69.52782,1006.21002,2873,43,32.66678,3167,0
414,69.55499,1006.19,2870,45,32.658,3168,0
404,69.53783,1006.16998,2868,40,32.6643,3169,0
422,69.52362,1006.15997,2872,42,32.66182,3170,0
400,69.48929,1006.21002,2873,46,32.64866,3171,0
429,69.50255,1006.15997,2870,45,32.67021,3172,0
412,69.53678,1006.15002,2867,45,32.65667,3173,0
422,69.51857,1006.14001,2869,49,32.66945,3174,0
423,69.50845,1006.14001,2870,56,32.67078,3175,0
428,69.51523,1006.15002,2868,50,32.67021,3176,0
406,69.56425,1006.14001,2870,49,32.66544,3177,0
409,69.47994,1006.12,2863,48,32.6685,3178,0
402,69.50645,1006.10999,2869,50,32.6664,3179,0
411,69.53793,1006.14001,2869,48,32.65495,3180,0
411,69.54327,1006.10999,2871,48,32.66201,3181,0
418,69.53125,1006.17999,2870,47,32.67365,3182,0
411,69.51485,1006.14001,2868,48,32.67326,3183,0
432,69.49777,1006.13,2869,48,32.66258,3184,0
431,69.48882,1006.09998,2866,52,32.66563,3185,0
431,69.48719,1006.16998,2864,53,32.67498,3186,0
426,69.51189,1006.19,2864,51,32.66048,3187,0
418,69.50731,1006.09003,2867,52,32.65324,3188,0
418,69.53068,1006.09998,2869,50,32.6582,3190,0
428,69.52972,1006.10999,2867,52,32.65591,3191,0
429,69.53316,1006.15002,2866,51,32.66792,3192,0
429,69.55452,1006.15997,2868,51,32.63321,3193,0
420,69.5755,1006.15997,2864,53,32.67212,3194,0
428,69.6085,1006.16998,2861,52,32.67441,3195,0
412,69.5303,1006.21002,2863,48,32.65438,3196,0
435,69.5528,1006.16998,2865,47,32.67422,3197,0
419,69.5652,1006.16998,2865,45,32.62901,3198,0
407,69.60659,1006.15997,2865,49,32.67708,3199,0
433,69.58714,1006.16998,2861,50,32.66621,3200,0
402,69.56272,1006.14001,2864,49,32.65114,3201,0
404,69.59515,1006.10999,2861,49,32.65114,3202,0
415,69.58818,1006.15002,2866,50,32.64503,3203,0
442,69.58351,1006.13,2866,48,32.64523,3204,0
431,69.61737,1006.10999,2866,47,32.66907,3205,0
428,69.62958,1006.13,2866,50,32.67288,3206,0
400,69.63882,1006.16998,2864,54,32.64694,3207,0
434,69.61813,1006.14001,2864,53,32.65247,3208,0
440,69.60678,1006.10999,2863,60,32.6683,3209,0
431,69.61584,1006.13,2864,59,32.66392,3210,0
447,69.63892,1006.15002,2862,54,32.68394,3211,0
430,69.62814,1006.14001,2861,54,32.6704,3212,0
430,69.6188,1006.14001,2858,51,32.69215,3213,0
410,69.57025,1006.15997,2862,57,32.65743,3214,0
430,69.59496,1006.15002,2865,54,32.66907,3215,0
425,69.58275,1006.13,2861,50,32.66659,3216,0
430,69.62109,1006.14001,2864,48,32.654,3217,0
413,69.57531,1006.08002,2862,45,32.68204,3218,0
416,69.55385,1006.10999,2859,53,32.66277,3219,0
401,69.55576,1006.14001,2861,53,32.66487,3220,0
425,69.56625,1006.17999,2862,51,32.66659,3221,0
444,69.56425,1006.13,2863,52,32.6622,3222,0
423,69.6228,1006.13,2862,54,32.66811,3223,0
424,69.58675,1006.08002,2863,48,32.66068,3224,0
420,69.61317,1006.07001,2861,53,32.68356,3225,0
437,69.5591,1006.07001,2860,54,32.6746,3226,0
440,69.56844,1006.09003,2861,56,32.68833,3227,0
422,69.53373,1006.14001,2859,52,32.68528,3228,0
429,69.57626,1006.10999,2862,56,32.64389,3229,0
432,69.5466,1006.09998,2860,54,32.66945,3230,0
417,69.53716,1006.10999,2860,51,32.66525,3231,0
432,69.56234,1006.20001,2857,52,32.64542,3232,0
432,69.56796,1006.16998,2860,54,32.65553,3233,0
433,69.56949,1006.10999,2857,55,32.65934,3234,0
413,69.55414,1006.14001,2858,52,32.63721,3235,0
449,69.57932,1006.15002,2861,54,32.68051,3236,0
411,69.57378,1006.13,2860,54,32.65476,3237,0
436,69.60229,1006.16998,2856,59,32.6704,3238,0
419,69.5424,1006.15997,2858,51,32.65743,3239,0
422,69.57684,1006.14001,2851,52,32.65705,3240,0
433,69.58828,1006.12,2849,54,32.65343,3241,0
420,69.59352,1006.09998,2857,52,32.65209,3242,0
423,69.61546,1006.08002,2858,48,32.65419,3243,0
423,69.56969,1006.13,2856,54,32.64866,3244,0
452,69.5733,1006.15997,2857,50,32.66659,3245,0
429,69.57474,1006.08002,2853,48,32.66544,3246,0
441,69.59267,1006.15002,2856,51,32.65419,3247,0
448,69.59314,1006.09003,2855,48,32.6685,3248,0
440,69.59067,1006.09003,2853,50,32.6479,3249,0
448,69.63167,1006.13,2852,53,32.6786,3250,0
431,69.62213,1006.13,2856,51,32.67746,3251,0
435,69.67154,1006.13,2855,50,32.6767,3252,0
440,69.62776,1006.15997,2856,51,32.68681,3253,0
442,69.65065,1006.15002,2854,54,32.67899,3254,0
419,69.6393,1006.16998,2856,49,32.68604,3256,0
413,69.6703,1006.10999,2855,52,32.68414,3257,0
